institution_name,domain,organization_name,duration_weeks,stipend_amount,mode,is_ppo_linked,program_source,description
"Manipal Institute of Pharmacy, Bhavnagar",Composites,Fabindia,7,3393,online,False,General,"Hands-on composites internship: build, test and ship a real feature under a mentor."
"K.S.R. Institute of Science and Technology, Raipur",Vector Databases,Godrej Industries,6,10219,offline,False,General,Learn industry workflows in vector databases while supporting day-to-day operations and quality checks.
"Galgotias Institute of Technology and Science, Thanjavur",Columnar Storage,Fabindia,7,9180,online,False,General,"Support data collection, analysis and reporting for the columnar storage practice at Saha, Parekh and Thakkar."
"Government College of Engineering, Kollam",Drone Technology,ServiceNow India,8,14249,online,True,General,Learn industry workflows in drone technology while supporting day-to-day operations and quality checks.
"Jain Institute of Science and Technology, Bilaspur",Healthtech,Swiggy,6,12562,offline,True,General,Learn industry workflows in healthtech while supporting day-to-day operations and quality checks.
"G.L. Bajaj Institute of Management and Technology, Pune",Particle Physics,Meesho,9,11026,hybrid,False,General,"Support data collection, analysis and reporting for the particle physics practice at Sankar and Sons."
"Saveetha Institute of Engineering and Technology, Chennai",Border Control,RedBus,6,7668,hybrid,False,General,"Hands-on border control internship: build, test and ship a real feature under a mentor."
"Government College of Architecture, Hyderabad",Satellite Communication,Hindalco,6,3295,offline,False,General,"Support data collection, analysis and reporting for the satellite communication practice at Reddy PLC."
"Ideal Business School, North Delhi",Tissue Engineering,Hyundai India,7,11267,online,False,General,Collaborate across teams on tissue engineering initiatives; present findings to stakeholders.
"Government Engineering College, Bhubaneswar",Astrobiology,Mother Dairy,9,7282,offline,False,General,Work on live projects with the Bail-Kapoor astrobiology team; contribute to sprint deliverables and documentation.
"Matrusri School of Business Administration, Khammam",Campaign Optimization,ONGC,6,7661,online,False,General,Collaborate across teams on campaign optimization initiatives; present findings to stakeholders.
"D.Y. Patil College of Engineering and Technology, Amravati",Agriculture Technology,HCL Technologies,7,8080,offline,True,General,Work on live projects with the Guha Ltd agriculture technology team; contribute to sprint deliverables and documentation.
"Mahatma Gandhi Engineering College, Sagar",Infrastructure as Code,Treebo,7,0,offline,False,General,"Support data collection, analysis and reporting for the infrastructure as code practice at Dalal PLC."
"Andhra Engineering College, Mysuru",Biomaterials,Indian Oil,8,0,offline,False,TULIP,Work on live projects with the Mahajan-Mangat biomaterials team; contribute to sprint deliverables and documentation.
"BMS Engineering College, Thrissur",MLOps,Cisco India,7,11805,offline,False,General,Work on live projects with the Kunda-Shroff mlops team; contribute to sprint deliverables and documentation.
"Siddhartha Institute of Engineering and Polytechnic, Lucknow",Implant Design,Capgemini,8,0,online,False,General,"Work on live projects with the Saraf, Narayanan and Dyal implant design team; contribute to sprint deliverables and documentation."
"Government Engineering College, Bikaner",Impact Assessment,FedEx India,7,5096,offline,False,General,"Assist senior engineers/researchers on impact assessment tasks, from requirements to testing and delivery."
"Siddhartha Institute of Technology and Science, Nagpur",Data Visualization,Mahindra & Mahindra,9,6591,offline,True,CDAC,Collaborate across teams on data visualization initiatives; present findings to stakeholders.
"Guru Nanak Institute of Science and Technology, Anantapur",Systems Biology,Zoho Corporation,9,0,offline,False,General,Learn industry workflows in systems biology while supporting day-to-day operations and quality checks.
"Matrusri Institute of Technology and Science, Adilabad",VFX,LinkedIn India,6,0,offline,False,General,"Assist senior engineers/researchers on vfx tasks, from requirements to testing and delivery."
"Government College of Architecture, North Delhi",Reverse Proxy,Infosys,9,9149,offline,True,General,Work on live projects with the Pau-Varty reverse proxy team; contribute to sprint deliverables and documentation.
"Government Engineering College, Madurai",Conversion Prediction,Reliance Industries,6,0,offline,False,General,Work on live projects with the Rai PLC conversion prediction team; contribute to sprint deliverables and documentation.
"Kalinga Pharmacy College, Sagar",Named Entity Recognition,Uber India,7,4488,offline,False,General,"Hands-on named entity recognition internship: build, test and ship a real feature under a mentor."
"Bapatla College of Engineering, Kanpur",Crowdsourcing,Shoppers Stop,9,3126,offline,False,General,"Assist senior engineers/researchers on crowdsourcing tasks, from requirements to testing and delivery."
"Dayananda Sagar Institute of Technology and Science, Howrah",etcd,Blinkit,6,13170,offline,False,TULIP,Collaborate across teams on etcd initiatives; present findings to stakeholders.
"Christ Institute of Management Studies, Imphal",Nuclear Fusion,Maruti Suzuki,9,3338,offline,True,General,"Hands-on nuclear fusion internship: build, test and ship a real feature under a mentor."
"Andhra College of Management Studies, Junagadh",Sentiment Analysis,BHEL,7,9689,hybrid,False,General,"Hands-on sentiment analysis internship: build, test and ship a real feature under a mentor."
"G.L. Bajaj College of Pharmacy, Junagadh",Grant Writing,TVS Motor,9,0,offline,False,TULIP,"Assist senior engineers/researchers on grant writing tasks, from requirements to testing and delivery."
"Ideal Institute of Technology, Nashik",Industrial Automation,Tata Steel,8,14535,online,False,General,Work on live projects with the Taneja-Yogi industrial automation team; contribute to sprint deliverables and documentation.
"Dayananda Sagar College of Architecture and Planning, Bhavnagar",Textile Engineering,Reliance Industries,8,10378,offline,True,TULIP,"Support data collection, analysis and reporting for the textile engineering practice at Karpe, Bora and Basak."
"Dayananda Sagar School of Planning and Architecture, Varanasi",etcd,Salesforce India,8,0,offline,True,General,"Assist senior engineers/researchers on etcd tasks, from requirements to testing and delivery."
"Rajalakshmi Institute of Management and Technology, Amravati",Natural Language Processing,Titan Company,7,0,online,False,General,"Support data collection, analysis and reporting for the natural language processing practice at Basu-Patil."
"Government Engineering College, Shimla",DAST,Bajaj Electricals,6,5386,online,True,TULIP,Collaborate across teams on dast initiatives; present findings to stakeholders.
"Matrusri Institute of Engineering and Management, Srinagar",Model Registry,NTPC,8,8528,offline,False,General,"Assist senior engineers/researchers on model registry tasks, from requirements to testing and delivery."
"Sreenidhi College of Engineering, Amravati",Computer Vision in Retail,P&G India,7,0,online,False,General,Collaborate across teams on computer vision in retail initiatives; present findings to stakeholders.
"SRM Engineering College, Karimnagar",VLSI Design,Delhivery,6,11634,offline,False,General,"Support data collection, analysis and reporting for the vlsi design practice at Lalla-Kibe."
"RV School of Management, Haldia",Query Optimization,Adani Green Energy,8,3768,online,False,General,Learn industry workflows in query optimization while supporting day-to-day operations and quality checks.
"Reva Institute of Science and Technology, Jaipur",Smart Shelves,PayPal India,9,0,online,False,General,"Hands-on smart shelves internship: build, test and ship a real feature under a mentor."
"CVR Institute of Applied Arts and Crafts, Tirunelveli",Homomorphic Encryption,Axis Bank,6,0,offline,False,CDAC,"Support data collection, analysis and reporting for the homomorphic encryption practice at Munshi PLC."
"Jain Institute of Science and Technology, Bilaspur",Data Science,Reliance Retail,6,8120,online,False,General,Learn industry workflows in data science while supporting day-to-day operations and quality checks.
"Lendi Institute of Polytechnic Studies, Tirunelveli",Payroll Operations,Capgemini,8,0,online,False,General,"Hands-on payroll operations internship: build, test and ship a real feature under a mentor."
"Government School of Architecture, Ballari",Investment Banking,World Bank India,9,12861,online,False,General,Work on live projects with the Kuruvilla-D’Alia investment banking team; contribute to sprint deliverables and documentation.
"Srinivasa College of Architecture, Thanjavur",Biomedical Engineering,Cure.fit,7,14745,offline,True,General,Work on live projects with the Bumb LLC biomedical engineering team; contribute to sprint deliverables and documentation.
"Sri Indu Pharmacy College, Cuttack",Contrastive Learning,RedBus,9,0,online,False,General,"Work on live projects with the Naidu, Tak and Koshy contrastive learning team; contribute to sprint deliverables and documentation."
"Government Engineering College, Nashik",ETL Pipelines,Tata Consultancy Services,9,9247,online,False,TULIP,"Support data collection, analysis and reporting for the etl pipelines practice at Nadkarni Group."
"Vaagdevi Institute of Science and Technology, Rewa",Hydrogen Economy,Nestle India,9,3688,online,False,General,Collaborate across teams on hydrogen economy initiatives; present findings to stakeholders.
"Dayananda Sagar School of Planning and Architecture, Varanasi",Economic Consulting,Bharat Electronics,6,7240,offline,True,TULIP,"Hands-on economic consulting internship: build, test and ship a real feature under a mentor."
"Symbiosis College of Engineering and Technology, Jabalpur",Biostatistics,IRCTC,8,0,offline,False,Indian Army,"Work on live projects with the Gokhale, Dhar and Atwal biostatistics team; contribute to sprint deliverables and documentation."
"Government Engineering College, Bhavnagar",Differential Privacy,Zoho Corporation,7,11200,offline,False,General,Learn industry workflows in differential privacy while supporting day-to-day operations and quality checks.
"SRM Engineering College, Karimnagar",Robotics,IRCTC,8,14056,hybrid,False,General,Collaborate across teams on robotics initiatives; present findings to stakeholders.
"Government College of Engineering, Kollam",Particle Physics,Vedantu,7,0,offline,False,General,"Support data collection, analysis and reporting for the particle physics practice at Varughese and Sons."
"Symbiosis Institute of Engineering and Management, Rajkot",Ride Hailing,Indian Oil,7,10342,offline,False,Indian Army,Learn industry workflows in ride hailing while supporting day-to-day operations and quality checks.
"Shri College of Applied Arts, New Delhi",Aerodynamics,Hero MotoCorp,9,13764,offline,False,General,"Hands-on aerodynamics internship: build, test and ship a real feature under a mentor."
"Kakatiya Institute of Engineering and Technology, Vijayawada",Computational Chemistry,Adani Group,9,0,offline,False,General,Work on live projects with the Bahri Inc computational chemistry team; contribute to sprint deliverables and documentation.
"PES School of Business Administration, Thrissur",Planetary Science,Rapido,9,5635,offline,False,General,"Assist senior engineers/researchers on planetary science tasks, from requirements to testing and delivery."
"Sreenidhi College of Engineering, Amravati",Error Budgets,H&M India,6,0,offline,False,General,Learn industry workflows in error budgets while supporting day-to-day operations and quality checks.
"Government College of Engineering, Coimbatore",Disk Forensics,Crompton,9,13231,offline,False,General,Work on live projects with the Iyer Group disk forensics team; contribute to sprint deliverables and documentation.
"Vishwakarma Institute of Technology and Science, Jorhat",Mechanical Design,Unacademy,9,0,online,True,General,"Assist senior engineers/researchers on mechanical design tasks, from requirements to testing and delivery."
"Government Institute of Management, Rajkot",Financial Analysis,Cognizant,8,0,offline,False,General,Collaborate across teams on financial analysis initiatives; present findings to stakeholders.
"Government College of Engineering, Thrissur",Internet of Things,TVS Motor,7,0,online,False,CDAC,Learn industry workflows in internet of things while supporting day-to-day operations and quality checks.
"Girijananda Chowdhury College of Engineering, Agra",Genomic Medicine,ABB India,6,4682,online,False,General,Learn industry workflows in genomic medicine while supporting day-to-day operations and quality checks.
"Vignan College of Engineering and Technology, Amritsar",Urban Mobility,PharmEasy,6,3851,offline,False,General,"Assist senior engineers/researchers on urban mobility tasks, from requirements to testing and delivery."
"Matrusri Institute of Management Studies, Kurnool",Elder Care Technology,Accenture,7,4590,offline,False,Indian Army,"Hands-on elder care technology internship: build, test and ship a real feature under a mentor."
"G.L. Bajaj College of Engineering and Technology, Varanasi",Post-quantum Cryptography,Blue Star,9,0,offline,True,General,"Hands-on post-quantum cryptography internship: build, test and ship a real feature under a mentor."
"Sri Sathya Sai Engineering College, Thanjavur",Livelihood Programs,HCL Technologies,8,0,online,False,General,"Assist senior engineers/researchers on livelihood programs tasks, from requirements to testing and delivery."
"Government Institute of Management, Panipat",Secrets Management,ONGC,6,4272,hybrid,False,General,Work on live projects with the Mitter-Swaminathan secrets management team; contribute to sprint deliverables and documentation.
"Sri Sathya Sai College of Engineering and Technology, Bhopal",Industrial Automation,Larsen & Toubro,9,13371,hybrid,False,General,"Assist senior engineers/researchers on industrial automation tasks, from requirements to testing and delivery."
"Amrita Engineering College, Haldia",Data Centre Operations,Maruti Suzuki,7,4128,hybrid,False,General,"Hands-on data centre operations internship: build, test and ship a real feature under a mentor."
"Thiagarajar Business School, Thrissur",Fundraising,ACC Cement,8,7410,hybrid,False,General,Collaborate across teams on fundraising initiatives; present findings to stakeholders.
"Sri Venkateswara Institute of Science and Technology, Haldia",Augmented Reality,HCL Technologies,6,11311,offline,False,General,"Assist senior engineers/researchers on augmented reality tasks, from requirements to testing and delivery."
"Government Engineering College, Nashik",CDN,Maruti Suzuki,9,13626,hybrid,False,General,"Hands-on cdn internship: build, test and ship a real feature under a mentor."
"Vishwakarma Institute of Technology and Science, Jorhat",Structural Analysis,Twitter/X India,7,14897,online,False,General,"Hands-on structural analysis internship: build, test and ship a real feature under a mentor."
"Reva College of Engineering and Technology, Siddipet",Hybrid Cloud,HCL Technologies,6,0,offline,False,General,Learn industry workflows in hybrid cloud while supporting day-to-day operations and quality checks.
"Siddhartha Engineering College, Varanasi",Electrical Engineering,Tata Motors,6,5264,hybrid,False,General,"Support data collection, analysis and reporting for the electrical engineering practice at Ahluwalia, Pillay and Brar."
"Vaagdevi College of Engineering, Karimnagar",Livelihood Programs,L&T Energy,7,7203,online,False,General,"Hands-on livelihood programs internship: build, test and ship a real feature under a mentor."
"Geethanjali Institute of Management Studies, Sagar",Algorithmic Fairness,Vedantu,7,0,hybrid,False,General,Learn industry workflows in algorithmic fairness while supporting day-to-day operations and quality checks.
"Sreenidhi Institute of Engineering and Technology, Sambalpur",Confidential Computing,Paytm,6,7696,offline,False,CDAC,"Assist senior engineers/researchers on confidential computing tasks, from requirements to testing and delivery."
"Galgotias Engineering College, Karimnagar",Corporate Law,TULIP Portal Partner,6,7055,offline,False,General,Collaborate across teams on corporate law initiatives; present findings to stakeholders.
"Jain Institute of Science and Technology, Bilaspur",Fintech Compliance,Honeywell India,8,0,online,False,CDAC,"Support data collection, analysis and reporting for the fintech compliance practice at Boase-Kanda."
"Lokmanya College of Architecture, Hubballi",Low-code Development,Hero MotoCorp,8,13499,offline,False,General,"Assist senior engineers/researchers on low-code development tasks, from requirements to testing and delivery."
"Bharath College of Applied Arts, Nainital",Electrical Engineering,Rapido,8,6585,offline,False,General,"Work on live projects with the Pant, Krish and Doshi electrical engineering team; contribute to sprint deliverables and documentation."
"KLE Engineering College, Vadodara",Cutover Planning,Zomato,8,5918,online,True,General,Collaborate across teams on cutover planning initiatives; present findings to stakeholders.
"Kalasalingam Institute of Technology and Science, Pune",Computer Vision,FedEx India,7,9922,offline,False,General,"Support data collection, analysis and reporting for the computer vision practice at Cherian, Garde and Yadav."
"Kalinga Institute of Management and Technology, Pune",Smart City Projects,H&M India,6,3095,offline,True,General,"Work on live projects with the Tank, Bhattacharyya and Narula smart city projects team; contribute to sprint deliverables and documentation."
"Nitte College of Engineering and Technology, Thrissur",Microbiology,Tata Power,7,13549,offline,False,General,"Hands-on microbiology internship: build, test and ship a real feature under a mentor."
"Guru Nanak College of Engineering and Technology, Bardhaman",OSINT,Cognizant,8,0,online,False,General,"Support data collection, analysis and reporting for the osint practice at Jhaveri-Palla."
"Saveetha College of Engineering and Technology, Allahabad",Personalized Medicine,Tata Motors,8,3533,hybrid,False,General,Learn industry workflows in personalized medicine while supporting day-to-day operations and quality checks.
"Government College of Engineering, Karaikal",Video Editing,Ultratech Cement,6,10372,hybrid,True,General,"Assist senior engineers/researchers on video editing tasks, from requirements to testing and delivery."
"Hindustan Institute of Applied Arts, Karimnagar",Semantic Search,Khadi India,6,14129,hybrid,False,General,Learn industry workflows in semantic search while supporting day-to-day operations and quality checks.
"Government College of Engineering, Siliguri",Architecture Design,ServiceNow India,9,5319,offline,False,General,Collaborate across teams on architecture design initiatives; present findings to stakeholders.
"Vasavi Business School, Madurai",Kubernetes,ServiceNow India,7,0,online,True,General,"Hands-on kubernetes internship: build, test and ship a real feature under a mentor."
"Vels Institute of Engineering and Management, Kolhapur",Network Segmentation,Havells,9,0,offline,False,General,Work on live projects with the Kata LLC network segmentation team; contribute to sprint deliverables and documentation.
"Government Engineering College, Vizianagaram",Fleet Management,Urban Company,8,0,offline,False,General,"Support data collection, analysis and reporting for the fleet management practice at Singhal-Raman."
"Saveetha Institute of Engineering and Technology, Chennai",Resilience Testing,Ola,6,0,online,False,General,"Assist senior engineers/researchers on resilience testing tasks, from requirements to testing and delivery."
"Sreenidhi Institute of Engineering and Management, Bengaluru",Propulsion,Unacademy,8,14521,hybrid,False,TULIP,"Hands-on propulsion internship: build, test and ship a real feature under a mentor."
"Matrusri Engineering College, Jorhat",Border Control,Swiggy,9,0,online,False,General,"Support data collection, analysis and reporting for the border control practice at Apte-Upadhyay."
"Andhra College of Management Studies, Junagadh",Secrets Management,Zomato,7,6383,hybrid,False,General,Learn industry workflows in secrets management while supporting day-to-day operations and quality checks.
"National Institute of Technology, Allahabad",Astrobiology,Nykaa,9,6110,offline,False,General,Collaborate across teams on astrobiology initiatives; present findings to stakeholders.
"Government Institute of Management, Jaipur",Vault,Salesforce India,7,4184,offline,True,General,Work on live projects with the Bhattacharyya-Wali vault team; contribute to sprint deliverables and documentation.
"Nitte Institute of Technology, Siddipet",Behavioural Biometrics,ISRO,8,0,online,False,General,"Hands-on behavioural biometrics internship: build, test and ship a real feature under a mentor."
"D.Y. Patil School of Business Administration, Korba",SAST,Larsen & Toubro,9,0,offline,False,General,"Assist senior engineers/researchers on sast tasks, from requirements to testing and delivery."
"Sathyabama School of Planning and Architecture, Raipur",Astrobiology,Ultratech Cement,7,9520,offline,False,General,Learn industry workflows in astrobiology while supporting day-to-day operations and quality checks.
"Raghu Institute of Management and Technology, Ghaziabad",Molecular Biology,Zomato,8,5290,offline,True,General,Work on live projects with the Karpe Inc molecular biology team; contribute to sprint deliverables and documentation.
"Chaitanya Institute of Polytechnic, Guntur",Ayurveda Research,Urban Company,7,0,offline,False,General,"Support data collection, analysis and reporting for the ayurveda research practice at Khosla Inc."
"Bharath Institute of Pharmaceutical Sciences, Siddipet",Optics,ServiceNow India,7,7627,offline,False,General,"Hands-on optics internship: build, test and ship a real feature under a mentor."
"Lendi Institute of Applied Arts, Berhampur",Smart Grid,Infosys,7,7541,offline,False,General,"Support data collection, analysis and reporting for the smart grid practice at Wali, Palla and Parsa."
"Raghu College of Applied Arts, Junagadh",Dead Letter Queue,Porter,6,9628,online,False,General,Work on live projects with the Yohannan-Singh dead letter queue team; contribute to sprint deliverables and documentation.
"Vasavi Institute of Business Management, Balasore",Audit and Compliance,Kia India,6,0,hybrid,False,TULIP,Work on live projects with the Dutta-Dar audit and compliance team; contribute to sprint deliverables and documentation.
"Government Engineering College, Karimnagar",Columnar Storage,Royal Enfield,6,0,offline,True,General,"Assist senior engineers/researchers on columnar storage tasks, from requirements to testing and delivery."
"Lendi Pharmacy College, Alwar",Welding Technology,Hindustan Aeronautics,9,13945,online,False,General,Learn industry workflows in welding technology while supporting day-to-day operations and quality checks.
"Sardar Institute of Business Management, Kanpur",Account Takeover,Kotak Mahindra Bank,9,0,hybrid,False,Indian Army,Collaborate across teams on account takeover initiatives; present findings to stakeholders.
"Lovely Institute of Engineering and Management, Dimapur",GraphQL,ServiceNow India,9,0,offline,False,General,"Support data collection, analysis and reporting for the graphql practice at Pandey, Krishna and Shenoy."
"Jain College of Pharmacy, Ujjain",International Relations,Ultratech Cement,7,11400,online,True,General,"Hands-on international relations internship: build, test and ship a real feature under a mentor."
"Anurag Institute of Science and Technology, Ranchi",Vehicle Telematics,Freshworks,8,13716,offline,False,General,Work on live projects with the Sha LLC vehicle telematics team; contribute to sprint deliverables and documentation.
"Government College of Pharmacy, Salem",Network Segmentation,Bharti Airtel,9,0,online,False,General,"Hands-on network segmentation internship: build, test and ship a real feature under a mentor."
"Government College of Engineering, Chennai",Sales and Marketing,Oyo,8,13217,online,True,General,"Assist senior engineers/researchers on sales and marketing tasks, from requirements to testing and delivery."
"Anurag Institute of Technology and Science, Aurangabad",Aerodynamics,Razorpay,6,13204,hybrid,False,CDAC,"Assist senior engineers/researchers on aerodynamics tasks, from requirements to testing and delivery."
"Christ Institute of Management Studies, Imphal",CVSS,Kotak Mahindra Bank,8,0,online,False,CDAC,"Hands-on cvss internship: build, test and ship a real feature under a mentor."
"Government Engineering College, Kota",Risk-based Authentication,Axis Bank,8,3461,offline,False,General,Learn industry workflows in risk-based authentication while supporting day-to-day operations and quality checks.
"Karunya Institute of Technology and Science, Coimbatore",Carbon Capture,BYJU'S,6,0,online,False,General,"Assist senior engineers/researchers on carbon capture tasks, from requirements to testing and delivery."
"SRM Institute of Technology, Durgapur",Event Management,Microsoft India,7,11750,online,False,CDAC,Collaborate across teams on event management initiatives; present findings to stakeholders.
"Government Engineering College, Kurnool",Customer Identity,Siemens India,6,8318,offline,False,General,"Hands-on customer identity internship: build, test and ship a real feature under a mentor."
"KLE College of Engineering and Technology, Nashik",Criminology,Hero MotoCorp,6,6507,hybrid,False,General,"Hands-on criminology internship: build, test and ship a real feature under a mentor."
"NMAM Institute of Technology and Science, Mysuru",Vaccination Drives,Razorpay,7,0,online,False,General,"Work on live projects with the Lala, Prabhu and Sama vaccination drives team; contribute to sprint deliverables and documentation."
"Government Engineering College, Bhavnagar",Personalized Medicine,Ashok Leyland,6,0,online,False,General,"Assist senior engineers/researchers on personalized medicine tasks, from requirements to testing and delivery."
"Government Polytechnic, Rourkela",Clinical Trials Management,C-DAC,7,0,offline,False,General,"Assist senior engineers/researchers on clinical trials management tasks, from requirements to testing and delivery."
"Vasavi Business School, Ballari",Metrology,GAIL India,9,0,hybrid,False,General,Learn industry workflows in metrology while supporting day-to-day operations and quality checks.
"Symbiosis Institute of Technology and Science, Pune",Disaster Recovery,Dabur,8,6478,offline,False,Indian Army,"Assist senior engineers/researchers on disaster recovery tasks, from requirements to testing and delivery."
"Government College of Pharmacy, Nagpur",Aerospace Engineering,Tata Consultancy Services,9,12797,offline,False,General,"Hands-on aerospace engineering internship: build, test and ship a real feature under a mentor."
"Sharda School of Business Administration, Nizamabad",HACCP,upGrad,6,14478,hybrid,False,Indian Army,"Assist senior engineers/researchers on haccp tasks, from requirements to testing and delivery."
"Thiagarajar Institute of Technology and Science, Chennai",Vault,Uber India,7,4137,offline,False,General,Work on live projects with the Solanki-Gade vault team; contribute to sprint deliverables and documentation.
"Sri Sathya Sai College of Management Studies, South Delhi",Library Science,Bajaj Finance,7,9201,hybrid,True,General,"Assist senior engineers/researchers on library science tasks, from requirements to testing and delivery."
"Kalinga Engineering College, Nagpur",Caching,BYJU'S,7,3176,offline,False,General,Learn industry workflows in caching while supporting day-to-day operations and quality checks.
"Malla Reddy College of Architecture, Chennai",User Research,Kotak Mahindra Bank,9,0,offline,False,General,Collaborate across teams on user research initiatives; present findings to stakeholders.
"Vasavi Business School, Ballari",Vulnerability Research,LTIMindtree,9,13300,offline,True,General,Collaborate across teams on vulnerability research initiatives; present findings to stakeholders.
"Kalinga Institute of Management and Technology, Pune",Data Protection,Microsoft India,9,6527,online,False,General,"Support data collection, analysis and reporting for the data protection practice at Purohit-Kapur."
"Saveetha College of Engineering and Technology, Ambala",Influencer Marketing,Salesforce India,8,0,offline,False,General,"Assist senior engineers/researchers on influencer marketing tasks, from requirements to testing and delivery."
"Sri Indu Institute of Science and Technology, Anantapur",Schema Migration,Blue Dart,7,3084,offline,False,TULIP,"Hands-on schema migration internship: build, test and ship a real feature under a mentor."
